registro_id,data_coleta,cidade,uf,regiao,latitude,longitude,fonte_dado,tipo_cobertura_solo,cultura,area_monitorada_ha,ndvi_anterior,ndvi_atual,umidade_solo_pct,temperatura_superficie_c,dias_sem_chuva,focos_calor_7d,risco_incendio_pct,classe_risco_incendio,producao_historica_t_ha,densidade_construcoes,expansao_urbana_ha,risco_desmatamento_pct,status_processamento,observacao
ORB-00770,2025-01-17,Porto Velho,RO,Norte,-8.60,-64.16,sensor_landsat,vegetacao_nativa,nao_aplicavel,553.81,0.64,0.33,57.75,28.41,8,2,35.35,medio,0.00,0.10,0.00,83.88,processado,coordenada imprecisa
ORB-00771,16/02/2026,UBERABA,MG,Sudeste,-19.62,-48.01,sensor_sentinel,vegetacao_nativa,nao_aplicavel,579.53,0.78,0.29,65.45,31.00,23,10,73.17,alto,0.00,0.04,0.00,84.31,processado,sombra parcial
ORB-00772,2025-01-02,Palmas,TO,Norte,-10.11,-48.49,drone_cliente,agricultura,soja,394.74,0.51,"0,54","93,68",29.44,16,0,51.90,alto,1.69,0.13,,6.49,processado,
ORB-00773,2025-03-03,Sinop,MT,Centro-Oeste,-11.67,-55.32,sensor_sentinel,agricultura,milho,43.51,0.78,0.81,"53,12","30,27",29,1,67.90,alto,6.70,0.13,0.00,0.00,pendente,possivel queimadura
ORB-00774,2026-03-09,Ribeirão Preto,SP,Sudeste,-21.33,-47.91,sensor_landsat,agricultura,soja,141.44,0.63,0.66,53.40,31.81,12,2,37.81,medio,2.14,0.19,"0,00",0.00,processado,
ORB-00775,2025-03-01,Cuiabá,MT,Centro-Oeste,-15.57,-56.04,sensor_sentinel,pastajem,pastagem,4.75,0.40,0.20,34.19,38.75,23,,82.21,critico,1.15,0.11,0.00,36.28,processado,nuvem na cena
ORB-00776,2025-11-06,Altamira,PA,Norte,-3.32,-52.18,base_municipal,agricultura,milho,17.93,0.41,0.23,59.70,28.22,19,5,50.88,alto,5.23,0.05,0.00,31.75,reprocessar,
ORB-00777,2026-03-11,Rio Branco,AC,Norte,-9.91,-67.83,sensor_landsat,agricultura,cana,57.41,0.76,0.82,37.11,32.70,0,0,24.25,baixo,68.17,0.13,0.00,5.29,processado,nuvem na cena
ORB-00778,2025-08-02,Uberlândia,MG,Sudeste,-19.11,-48.54,sensor_sentinel,agricultura,soja,220.97,"0,40",0.54,19.79,31.86,15,,59.92,alto,"2,88",0.12,0.00,0.00,processado,
ORB-00779,2025-12-16,Uberlândia,mg,Sudeste,-18.85,-48.28,sensor_landsat,urbano,nao_aplicavel,85.36,0.32,0.36,5.00,30.03,13,0,73.71,alto,0.00,0.85,2.96,0.00,pendente,possivel queimadura
ORB-00780,2026-03-13,Ribeirão Preto,SP,Sudeste,-21.25,-47.70,sensor_sentinel,agricultura,cafe,71.05,"0,68",0.67,55.37,25.73,18,16,64.74,alto,1.22,0.07,2.97,0.00,processado,coordenada imprecisa
ORB-00781,2025-08-26,Rio Branco,AC,Norte,-10.24,-67.85,sensor_sentinel,agricultura,soja,231.29,0.67,0.60,56.19,"28,54",0,6,28.10,medio,3.88,0.17,0.00,3.63,processado,possivel queimadura
ORB-00782,2025-08-27,Porto Velho,RO,Norte,-8.99,-63.78,sensor_landsat,pastagem,pastagem,397.44,0.61,0.53,"66,51",33.85,19,,88.71,crítico,1.09,0.04,0.00,26.11,pendente,
ORB-00783,2025-03-15,Goiânia,GO,Centro-Oeste,-16.46,-49.02,sensor_sentinel,agricultura,milho,6.44,0.51,0.41,44.91,37.13,23,0,64.01,alto,3.62,0.06,0.00,21.38,pendente,possivel queimadura
ORB-00784,2025-02-06,Marabá,PA,Norte,-5.38,-49.12,sensor_landsat,urbano,nao_aplicavel,34.27,0.17,0.16,54.95,33.28,9,19,75.52,critico,0.00,NA,11.05,19.47,processado,nuvem na cena
ORB-00785,2025-01-30,CUIABÁ,MT,Centro-Oeste,-15.41,-56.05,sensor_sentinel,urbano,nao_aplicavel,61.53,0.14,0.10,69.44,34.39,0,2,40.24,medio,0.00,0.67,8.75,3.00,processado,sombra parcial
ORB-00786,2025-10-29,Altamira,PA,Norte,-3.39,-52.04,drone_cliente,vegetacao_nativa,nao_aplicavel,230.48,0.73,"0,34",70.06,36.03,23,1,66.61,alto,0.00,0.03,0.00,85.80,reprocessar,
ORB-00787,2025-04-30,Palmas,TO,Norte,-10.23,-48.46,drone_cliente,agricultura,cafe,241.11,0.52,0.56,46.87,35.31,,1,NA,alto,1.64,0.05,0.00,"0,00",processado,possivel queimadura
ORB-00788,2026-03-07,Petrolina,PE,Nordeste,-9.32,-40.15,sensor_sentinel,agricultura,milho,519.71,0.62,0.59,34.52,37.53,13,2,59.02,alto,5.08,0.09,0.00,16.27,processado,
ORB-00789,2025-07-16,altamira,PA,Norte,-3.23,-52.08,Sentinel,vegetacao nat.,nao_aplicavel,549.21,0.71,0.32,,30.26,,7,53.88,alto,0.00,0.09,0.00,80.44,processado,registro importado manualmente
ORB-00790,2025-01-21,Palmas,TO,Norte,-10.22,-48.33,sensor_sentinel,agricultura,milho,623.23,0.67,0.63,61.38,28.53,8,4,"30,06",medio,3.99,0.11,0.00,16.60,processado,sombra parcial
ORB-00791,2026-02-26,Barreiras,ba,Nordeste,-12.13,-44.84,sensor_sentinel,urbano,nao_aplicavel,82.41,0.30,0.23,41.98,39.49,18,9,"68,14",alto,0.00,0.63,2.79,28.75,pendente,
ORB-00792,2026-02-09,Uberaba,MG,Sudeste,"-19,67",-48.11,sensor_landsat,vegetacao_nativa,nao_aplicavel,423.12,0.82,0.35,20.64,26.40,10,3,85.18,critico,0.00,0.10,3.98,100.00,processado,coordenada imprecisa
ORB-00793,03/01/2026,Sorriso,MT,Centro-Oeste,-12.32,NA,sensor_sentinel,vegetacao_nativa,nao_aplicavel,25.62,0.72,0.63,12.34,38.89,27,3,100.00,critico,0.00,0.10,0.00,28.46,processado,sombra parcial
ORB-00794,2025-10-24,Porto Velho,RO,Norte,-9.09,-63.69,sensor_sentinel,agricultura,algodao,20.85,0.62,0.53,45.03,NA,20,0,52.66,alto,3.86,0.19,6.41,21.12,processado,
ORB-00795,2026-02-08,Uberaba,MG,Sudeste,-19.78,-47.93,sensor_landsat,pastagem,pastagem,8.92,"0,39",0.31,48.53,31.11,1,0,40.74,medio,1.13,0.15,0.00,NA,erro_validacao,
ORB-00796,2026-02-01,Sinop,MT,Centro-Oeste,-11.98,-55.56,sensor_landsat,vegetacao_nativa,nao_aplicavel,364.92,0.75,0.67,38.23,36.28,19,5,"77,12",critico,0.00,0.10,7.14,46.65,processado,
ORB-00797,2025-03-24,Altamira,pa,Norte,-3.11,-52.18,drone_cliente,vegetacao_nativa,nao_aplicavel,62.20,0.70,0.66,57.40,28.43,6,0,34.14,medio,0.00,0.06,0.00,36.67,processado,
ORB-00798,2025-07-20,Porto Velho,RO,Norte,"-8,74",-63.85,drone_cliente,vegetacao_nativa,nao_aplicavel,135.62,0.80,0.32,,34.51,12,3,47.56,médio,0.00,0.04,0.00,"100,00",processado,sombra parcial
ORB-00799,2025-05-14,Goiânia,GO,Centro-Oeste,-16.89,-49.23,sensor_sentinel,urbano,nao_aplicavel,9.96,0.33,0.25,67.74,37.35,23,0,69.90,alto,0.00,0.85,13.35,25.36,processado,
ORB-00800,2025-01-02,Altamira,PA,Norte,-3.32,-52.37,sensor_sentinel,agricultura,soja,181.75,"0,37","0,25",59.62,29.28,,5,50.25,alto,3.16,0.16,0.00,18.74,processado,sombra parcial
ORB-00801,2025-09-29,Sorriso,MT,Centro-Oeste,-12.37,-55.53,base_municipal,agricultura,soja,616.37,0.53,0.51,32.07,30.96,27,3,92.20,critico,2.80,0.16,0.00,22.22,processado,
ORB-00802,2025-04-13,Ribeirão Preto,SP,Sudeste,"-21,50",-48.11,drone_cliente,agricultura,cafe,43.05,0.73,"0,85",46.05,28.90,0,10,33.89,medio,2.22,0.13,"0,00",0.00,reprocessar,
ORB-00803,2026-01-03,Sinop,MT,Centro-Oeste,,-55.29,sensor_sentinel,agricultura,soja,52.11,0.76,0.88,53.67,38.79,19,6,"74,19",alto,3.33,0.12,0.00,0.00,processado,
ORB-00804,2025-01-08,Porto Velho,RO,Norte,-8.75,-63.80,sensor_sentinel,agricultura,soja,179.88,0.46,NA,78.57,34.28,11,1,37.39,medio,3.48,0.08,0.00,"43,36",processado,registro importado manualmente
ORB-00805,2025-09-09,Uberaba,MG,Sudeste,-19.68,-48.17,sensor_sentinel,agricultura,milho,126.98,0.44,0.56,5.00,30.41,10,6,75.66,critico,6.40,0.06,0.00,0.80,pendente,possivel queimadura
ORB-00806,2025-12-20,Uberaba,MG,Sudeste,-19.69,-48.03,sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.81,0.73,13.09,25.34,18,2,87.42,critico,0.00,0.03,0.00,NA,erro_validacao,registro importado manualmente
ORB-00807,2025-04-29,Uberlândia,MG,Sudeste,-18.80,-48.46,sensor_sentinel,urbano,nao_aplicavel,198.36,,NA,18.17,31.38,0,1,66.10,alto,0.00,0.89,16.38,29.87,processado,
ORB-00808,2025-12-07,Ribeirão Preto,SP,Sudeste,-21.01,-48.03,base_municipal,agricultura,soja,129.03,0.79,0.83,51.78,26.85,9,5,48.09,medio,3.78,0.19,0.00,12.83,erro_validacao,
ORB-00809,2025-05-31,Altamira,PA,Norte,-3.11,-52.44,sensor_sentinel,vegetacao_nativa,nao_aplicavel,69.74,0.65,0.09,45.37,31.07,4,8,47.13,medio,0.00,0.10,0.00,94.46,reprocessar,
ORB-00810,2025-08-10,Rio Branco,AC,Norte,-9.99,-68.07,sensor_sentinel,vegetacao_nativa,nao_aplicavel,4.11,0.68,0.62,77.46,"34,11",,13,86.31,critico,0.00,0.03,0.00,30.93,processado,possivel queimadura
ORB-00811,2025-09-27,Porto Velho,RO,Norte,"-8,63",-63.55,sensor_sentinel,agricultura,milho,14.54,0.79,0.56,57.80,36.69,,6,37.11,medio,3.98,0.09,0.00,44.75,processado,
ORB-00812,2026-01-17,Sinop,MT,Centro-Oeste,-12.02,-55.35,sensor_landsat,vegetacao nat.,nao_aplicavel,73.63,0.84,0.82,22.27,37.56,35,1,100.00,critico,0.00,0.02,0.00,15.36,processado,sombra parcial
ORB-00813,2025-06-10,Goiânia,GO,Centro-Oeste,-16.67,NA,sensor_landsat,vegetacao_nativa,nao_aplicavel,101.28,,0.65,31.44,32.68,0,5,46.67,medio,,0.05,0.00,20.94,processado,possivel queimadura
ORB-00814,2026-01-13,Ribeirão Preto,SP,Sudeste,-21.01,-47.95,sensor_landsat,vegetacao_nativa,nao_aplicavel,"445,91",0.80,0.78,29.19,25.62,3,2,66.21,alto,,0.09,0.00,,processado,sombra parcial
ORB-00815,2025-03-05,Goiânia,GO,Centro-Oeste,-16.52,-49.23,sensor_landsat,vegetacao_nativa,nao_aplicavel,"99,14",0.75,0.37,"42,18",37.98,11,15,76.72,critico,0.00,0.04,0.00,76.40,processado,possivel queimadura
ORB-00816,2025-02-18,Altamira,PA,Norte,-3.15,-52.16,sensor_landsat,urbano,nao_aplicavel,691.01,"0,24",0.16,48.59,36.68,20,2,72.47,alto,0.00,0.92,8.58,31.18,pendente,possivel queimadura
ORB-00817,2025-08-27,Cuiabá,MT,Centro-Oeste,-15.56,-56.29,sensor_landsat,vegetacao_nativa,nao_aplicavel,172.70,0.67,0.27,23.58,35.47,25,13,100.00,critico,0.00,0.09,0.00,73.72,erro_validacao,possivel queimadura
ORB-00818,2025-02-19,Porto Velho,RO,Norte,-8.73,-64.03,sensor_sentinel,urbano,nao_aplicavel,140.03,0.29,0.34,73.69,29.52,27,0,46.59,medio,0.00,0.87,0.00,0.00,processado,
ORB-00819,2026-03-12,uberlândia,MG,Sudeste,-18.89,-48.27,sensor_sentinel,vegetacao_nativa,nao_aplicavel,106.21,0.84,0.23,16.37,29.92,9,1,74.08,alto,0.00,0.11,0.00,100.00,processado,
ORB-00820,2025-07-08,Uberaba,MG,Sudeste,-19.80,-48.00,sensor_landsat,pastagem,pastagem,912.28,0.45,0.30,19.26,28.09,7,1,73.37,alto,1.60,"0,05","0,00",42.99,processado,
ORB-00821,2025-09-25,Altamira,PA,Norte,-3.06,"-52,47",sensor_sentinel,agua,nao_aplicavel,474.91,0.08,0.10,50.88,34.24,0,7,46.88,medio,NA,0.00,0.00,4.81,pendente,
ORB-00822,2026-02-03,Petrolina,PE,Nordeste,-9.61,-40.49,sensor_sentinel,vegetacao_nativa,nao_aplicavel,255.09,0.82,0.20,30.90,35.08,19,12,,critico,0.00,0.10,0.00,100.00,processado,nuvem na cena
ORB-00823,2025-02-01,UBERLÂNDIA,MG,Sudeste,-18.86,-48.26,base_municipal,vegetacao_nativa,nao_aplicavel,64.89,0.67,0.23,5.00,,15,8,100.00,critico,0.00,0.01,,86.01,pendente,registro importado manualmente
ORB-00824,2026-02-11,Porto Velho,RO,Norte,"-8,67",-63.68,sensor_sentinel,vegetacao_nativa,nao_aplicavel,241.60,0.66,0.25,59.82,33.59,14,1,71.02,alto,0.00,0.01,0.00,,processado,sombra parcial
ORB-00825,2025-11-23,Cuiabá,MT,Centro-Oeste,-15.89,-55.95,sensor_landsat,urbano,nao_aplicavel,242.86,0.28,"0,25",18.91,31.25,30,3,100.00,critico,0.00,0.94,8.88,20.79,processado,
ORB-00826,2025-02-20,Sinop,MT,Centro-Oeste,-12.02,-55.38,sensor_sentinel,agricultura,soja,216.93,0.78,0.66,38.97,33.50,27,10,92.17,critico,3.47,0.06,0.00,21.85,reprocessar,
ORB-00827,2025-10-22,Rio Branco,AC,Norte,-9.94,-67.98,drone_cliente,agricultura,cafe,104.15,0.42,0.56,"60,11",31.47,30,2,70.52,alto,1.55,0.09,0.00,0.00,pendente,nuvem na cena
ORB-00828,23/01/2025,UBERABA,MG,Sudeste,-19.39,-48.16,sensor_landsat,vegetacao_nativa,nao_aplicavel,42.39,0.62,"0,38",49.57,,15,1,62.11,alto,0.00,0.04,0.00,57.09,processado,sombra parcial
ORB-00829,2025-03-02,Uberlândia,MG,Sudeste,-19.03,-48.15,sensor_sentinel,vegetacao_nativa,nao_aplicavel,55.69,0.88,NA,33.51,27.11,14,0,69.97,alto,0.00,,0.00,44.85,processado,
ORB-00830,2025-09-24,Marabá,PA,Norte,-5.07,-49.28,base_municipal,pastajem,pastagem,48.74,0.48,0.46,58.74,"32,04",4,2,37.86,medio,1.37,0.17,0.00,14.27,processado,
ORB-00831,2025-04-29,Goiânia,GO,Centro-Oeste,-16.78,"-49,17",sensor_landsat,urbano,nao_aplicavel,68.68,0.10,0.03,24.69,35.00,19,,62.82,alto,0.00,0.58,12.07,9.43,erro_validacao,possivel queimadura
ORB-00832,2025-08-17,Goiânia,GO,Centro-Oeste,-16.68,-48.99,sensor_landsat,vegetacao nat.,nao_aplicavel,9.75,0.75,,14.65,31.09,17,8,97.27,critico,0.00,0.02,0.00,100.00,pendente,coordenada imprecisa
ORB-00833,2025-11-14,Uberaba,MG,Sudeste,-20.08,-48.20,sensor_landsat,pastagem,pastagem,"211,21",0.53,0.34,25.49,"25,20",11,5,60.96,alto,1.07,0.04,0.00,46.77,reprocessar,sombra parcial
ORB-00834,2025-07-31,Sinop,MT,Centro-Oeste,-11.90,-55.69,sensor_landsat,vegetacao_nativa,nao_aplicavel,103.12,0.84,0.69,59.30,,21,10,92.59,critico,0.00,0.10,0.00,NA,processado,
ORB-00835,2025-11-24,Cuiabá,MT,Centro-Oeste,-15.49,-56.12,sensor_sentinel,urbano,nao_aplicavel,739.20,0.19,0.17,34.79,35.30,32,3,76.92,critico,0.00,0.94,,"0,00",reprocessar,
ORB-00836,2025-11-14,Altamira,PA,Norte,-3.21,-52.04,sensor_landsat,vegetacao_nativa,nao_aplicavel,236.96,"0,83",0.83,57.90,28.09,17,12,68.12,alto,0.00,0.07,0.00,20.83,processado,
ORB-00837,2025-05-15,Cuiabá,MT,Centro-Oeste,-15.46,-56.05,sensor_sentinel,agricultura,milho,81.30,0.55,0.54,"42,80",31.62,9,1,35.52,medio,4.60,0.20,0.00,15.17,pendente,
ORB-00838,2025-10-05,Sinop,MT,Centro-Oeste,-11.73,-55.40,sensor_sentinel,vegetacao_nativa,nao_aplicavel,417.38,0.80,"0,41",27.04,33.26,3,10,81.53,critico,"0,00",0.04,0.00,72.41,reprocessar,nuvem na cena
ORB-00839,2025-08-13,Barreiras,BA,Nordeste,-12.36,-44.72,drone_cliente,agricultura,milho,22.27,0.62,0.39,"35,25","31,18",34,8,90.50,critico,,0.14,0.00,31.78,pendente,
ORB-00840,data_invalida,Rio Branco,AC,Norte,-9.98,-67.91,sensor_landsat,agricultura,cafe,783.92,,"0,52",55.06,31.57,3,1,43.38,medio,"2,24",0.19,0.00,29.29,pendente,
ORB-00841,2026-01-22,Uberaba,MG,Sudeste,-20.09,-47.65,sensor_sentinel,urbano,nao_aplicavel,"663,27","0,11",0.14,6.23,31.90,20,5,100.00,critico,0.00,0.59,8.48,5.04,processado,sombra parcial
ORB-00842,2025-06-20,Petrolina,PE,Nordeste,-9.57,-40.39,sensor_sentinel,vegetacao_nativa,nao_aplicavel,225.90,0.69,0.48,26.06,37.31,16,3,72.02,alto,,0.12,0.00,41.25,processado,
ORB-00843,2025-04-19,Palmas,TO,Norte,-10.24,-48.41,sensor_landsat,urbano,nao_aplicavel,343.53,0.26,"0,28",47.49,35.88,29,13,94.34,critico,"0,00",0.58,4.49,0.00,pendete,
ORB-00844,2025-05-05,Porto Velho,RO,Norte,-8.59,-64.08,sensor_sentinel,vegetacao_nativa,nao_aplicavel,25.12,0.85,0.84,49.74,29.82,16,5,54.30,alto,0.00,,,33.10,processado,
ORB-00845,2025-04-02,Sorriso,MT,Centro-Oeste,-12.53,-55.79,sensor_sentinel,vegetacao_nativa,nao_aplicavel,134.45,0.70,0.60,38.45,"38,86",39,10,97.63,critico,0.00,0.06,0.00,54.31,processado,
ORB-00846,2025-07-11,Porto Velho,RO,Norte,-8.55,-63.65,sensor_sentinel,vegetacao_nativa,nao_aplicavel,267.63,0.73,0.36,62.57,"36,16",16,4,66.35,alto,0.00,"0,10",0.00,67.75,processado,
ORB-00847,2025-01-28,Cuiabá,MT,Centro-Oeste,-15.49,-56.06,sensor_sentinel,agricultura,milho,594.94,0.78,0.78,48.89,34.29,15,6,50.53,alto,"5,60",0.18,0.00,0.68,procesado,
ORB-00848,2026-02-10,Uberaba,MG,Sudeste,-19.94,-47.79,sensor_sentinel,vegetacao_nativa,nao_aplicavel,29.71,0.75,0.72,48.54,31.69,25,3,64.15,alto,0.00,"0,02",0.00,29.04,processado,nuvem na cena
ORB-00849,2025-03-07,Ribeirão Preto,SP,Sudeste,-21.06,NA,base_municipal,agricultura,milho,470.08,0.56,,45.98,25.18,7,4,50.43,alto,4.91,0.06,0.00,0.00,processado,possivel queimadura
ORB-00850,2025-06-14,Palmas,TO,Norte,-10.18,-48.22,sensor_sentinel,agricultura,algodao,110.65,0.79,0.85,,32.68,7,5,43.58,medio,3.95,"0,16",0.00,0.00,processado,
ORB-00851,2025-11-21,Sorriso,MT,Centro-Oeste,-12.37,-55.56,sensor_landsat,urbano,nao_aplicavel,"425,03",0.20,0.22,26.02,32.85,20,1,NA,critico,0.00,0.93,14.51,NA,procesado,possivel queimadura
ORB-00852,2026-01-21,Cuiabá,MT,Centro-Oeste,-15.92,-56.38,drone_cliente,vegetacao_nativa,nao_aplicavel,43.36,0.69,0.61,46.07,NA,17,1,56.78,alto,0.00,0.09,0.00,28.88,processado,coordenada imprecisa
ORB-00853,,Sorriso,MT,Centro-Oeste,,-55.79,sensor_landsat,agricultura,milho,840.45,0.66,0.77,48.02,36.76,22,10,"83,33",critico,5.21,"0,20",5.26,0.00,processado,
ORB-00854,2025-05-18,Altamira,PA,Norte,-3.06,-52.16,sensor_landsat,urbano,nao_aplicavel,33.43,,,40.01,"31,56",15,2,55.78,alto,0.00,0.60,14.10,13.36,processado,
ORB-00855,2025-08-12,Porto Velho,RO,Norte,-8.73,-64.00,sensor_sentinel,agricultura,milho,64.90,0.66,"0,50",39.05,28.45,5,11,57.21,alto,3.45,0.10,0.00,34.62,pendente,
ORB-00856,2025-03-24,Barreiras,BA,Nordeste,-11.98,-45.36,sensor_landsat,vegetacao_nativa,nao_aplicavel,993.30,"0,84",0.61,16.30,33.74,22,1,87.72,critico,0.00,0.03,0.00,71.74,processado,
ORB-00857,2025-10-20,Cuiabá,MT,Centro-Oeste,-15.65,-56.11,sensor_sentinel,agricultura,cana,12.60,0.66,0.46,11.79,37.37,25,2,"95,99",critico,83.24,0.10,0.00,29.06,processado,
ORB-00858,09/08/2025,Rio Branco,AC,Norte,-9.94,-67.85,sensor_sentinel,agricultura,soja,"40,71",0.49,0.58,63.23,32.45,20,12,84.47,critico,3.43,0.17,0.00,3.70,processado,
ORB-00859,2025-07-21,Uberlândia,MG,Sudeste,-18.87,-48.51,sensor_sentinel,agricultura,milho,54.97,0.78,"0,71",31.84,27.71,9,3,"65,99",alto,8.86,0.13,NA,10.44,procesado,coordenada imprecisa
ORB-00860,2026-03-11,Sorriso,MT,Centro-Oeste,-12.84,-55.49,base_municipal,urbano,nao_aplicavel,166.08,0.33,,43.51,34.63,29,0,76.36,critico,0.00,0.65,7.80,12.38,pendente,
ORB-00861,2025-11-09,Palmas,TO,Norte,-10.38,NA,base_municipal,agricultura,soja,50.26,"0,79",0.90,45.89,33.04,19,1,55.52,alto,3.65,NA,"0,00",0.00,processado,
ORB-00862,2025-04-27,Palmas,TO,Norte,-9.92,-48.29,sensor_sentinel,vegetacao_nativa,nao_aplicavel,39.31,0.71,0.44,47.99,29.02,21,8,63.87,alto,0.00,0.01,0.00,62.66,processado,possivel queimadura
ORB-00863,2025-05-10,Sorriso,MT,Centro-Oeste,-12.70,-55.90,sensor_landsat,agricultura,milho,505.91,0.46,0.43,"12,77",34.08,0,7,68.57,alto,5.67,0.13,"0,00",10.15,pendente,
ORB-00864,2025-08-16,Petrolina,PE,Nordeste,-9.26,-40.31,sensor_sentinel,pastagem,pastagem,153.73,0.62,"0,60",43.73,37.14,32,4,71.94,alto,1.20,0.09,"5,97",16.26,pendente,sombra parcial
ORB-00865,2025-10-15,Rio Branco,AC,Norte,-10.02,-67.59,sensor_landsat,vegetacao_nativa,nao_aplicavel,223.77,0.86,"0,29",31.34,32.89,18,9,84.66,critico,0.00,0.10,0.00,100.00,processado,
ORB-00866,2025-04-29,Sorriso,MT,Centro-Oeste,"-12,22",-55.72,sensor_sentinel,vegetacao_nativa,nao_aplicavel,302.47,0.69,0.60,29.58,NA,6,0,61.77,alto,0.00,0.07,0.00,35.65,processado,nuvem na cena
ORB-00867,2025-02-17,Marabá,PA,Norte,-5.24,"-48,98",sensor_sentinel,vegetacao_nativa,nao_aplicavel,207.26,0.85,0.80,64.83,30.73,11,6,52.70,alto,0.00,0.01,0.00,34.44,reprocessar,
ORB-00868,2025-02-06,Uberaba,MG,Sudeste,-19.86,-48.07,sensor_sentinel,pastagem,nao_aplicavel,21.48,0.62,0.71,5.00,32.91,12,1,93.45,critico,0.00,0.09,0.00,0.00,processado,possivel queimadura
ORB-00869,2025-05-21,Uberaba,mg,Sudeste,-19.83,-47.95,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"509,54",0.76,0.35,39.84,28.81,13,0,,alto,0.00,0.12,0.00,91.37,pendente,
ORB-00870,2025-05-25,Sinop,MT,Centro-Oeste,-11.93,-55.44,drone_cliente,pastagem,pastagem,11.18,0.47,0.26,12.35,31.95,11,,85.46,critico,1.28,0.15,0.00,26.31,processado,
ORB-00871,2025-01-27,Ribeirão Preto,SP,Sudeste,"-21,14",-47.82,sensor_sentinel,pastagem,pastagem,157.36,0.36,0.42,56.82,27.83,21,4,56.66,alto,,0.14,0.00,,procesado,
ORB-00872,13/10/2025,Altamira,PA,Norte,-3.05,-52.24,base_municipal,urbano,nao_aplicavel,136.06,0.14,NA,78.82,36.02,16,0,65.48,alto,0.00,0.74,13.17,0.00,processado,sombra parcial
ORB-00873,2025-09-15,Sorriso,MT,Centro-Oeste,,-55.62,drone_cliente,vegetacao_nativa,nao_aplicavel,"18,91",0.81,0.66,64.91,38.39,22,2,69.05,alto,,0.04,0.00,45.59,processado,nuvem na cena
ORB-00874,03-19-2026,Rio Branco,AC,Norte,-9.98,-67.82,sensor_landsat,pastagem,nao_aplicavel,128.72,0.53,"0,61",72.05,28.69,12,2,58.61,alto,NA,0.17,4.00,1.18,processado,
ORB-00875,2025-11-11,Goiânia,GO,Centro-Oeste,-16.75,-49.24,sensor_sentinel,urbano,nao_aplicavel,300.67,0.13,0.11,57.01,36.77,22,3,72.60,alto,0.00,"0,84",16.04,"2,00",pendente,registro importado manualmente
ORB-00876,2026-01-18,Uberaba,MG,Sudeste,-19.60,-47.85,sensor_sentinel,vegetacao_nativa,nao_aplicavel,66.43,0.72,0.45,9.40,29.20,24,10,100.00,critico,0.00,0.06,0.00,68.11,processado,
ORB-00877,2025-04-06,Altamira,PA,Norte,,-52.52,sensor_landsat,pastajem,pastagem,11.70,0.51,0.42,"61,39",34.38,,4,35.19,medio,0.98,0.07,0.00,5.01,pendente,sombra parcial
ORB-00878,2026-01-13,Uberaba,MG,Sudeste,-19.81,-47.80,sensor_sentinel,agric.,soja,54.17,0.56,0.42,38.81,28.35,7,0,32.21,medio,3.89,0.17,0.00,24.33,processado,nuvem na cena
ORB-00879,2026-02-13,Goiânia,GO,Centro-Oeste,-16.82,-49.15,sensor_sentinel,agricultura,soja,155.71,0.58,0.42,30.16,38.96,13,9,67.82,alto,3.99,0.11,0.00,35.39,processado,coordenada imprecisa
ORB-00880,11-26-2025,altamira,PA,Norte,-3.33,-52.38,sensor_landsat,pastajem,pastagem,54.41,0.56,0.44,58.14,35.99,10,4,68.47,alto,1.56,0.06,0.00,"24,43",processado,nuvem na cena
ORB-00881,2025-04-21,Goiânia,GO,Centro-Oeste,-16.82,-49.36,sensor_landsat,pastajem,pastagem,673.77,0.64,0.42,29.93,35.24,3,6,59.10,alto,1.53,0.05,0.00,47.12,processado,registro importado manualmente
ORB-00882,2025-08-13,Ribeirão Preto,SP,Sudeste,-21.07,-47.87,sensor_landsat,agricultura,milho,61.90,0.52,0.41,25.74,,0,2,41.67,medio,4.86,0.20,"0,00",8.21,processado,
ORB-00883,2025-03-19,Uberaba,MG,Sudeste,-19.88,-48.10,sensor_sentinel,vegetacao_nativa,nao_aplicavel,86.65,0.63,0.60,33.28,33.89,14,1,58.24,alto,0.00,0.06,0.00,23.51,procesado,registro importado manualmente
ORB-00884,2025-02-06,Ribeirão Preto,SP,Sudeste,-21.43,-47.53,sensor_landsat,agricultura,soja,53.01,0.70,0.52,38.99,28.41,12,4,42.98,medio,2.03,0.11,0.00,21.77,processado,coordenada imprecisa
ORB-00885,2025-06-18,Petrolina,PE,Nordeste,-9.09,-40.51,drone_cliente,agricultura,soja,17.47,0.72,0.56,27.46,38.21,16,4,73.69,alto,1.99,,0.00,35.02,reprocessar,
ORB-00886,2025-04-27,Porto Velho,RO,Norte,-8.63,-63.85,base_municipal,urbano,nao_aplicavel,73.44,0.11,,33.28,32.85,0,3,54.05,alto,0.00,0.64,0.00,0.00,processado,possivel queimadura
ORB-00887,2025-01-02,Palmas,TO,Norte,-10.14,-48.37,sensor_sentinel,vegetacao nat.,nao_aplicavel,124.64,0.80,0.63,50.89,30.64,0,5,53.49,alto,0.00,0.10,0.00,53.42,processado,
ORB-00888,02-26-2026,Altamira,PA,Norte,-3.33,-52.08,sensor_landsat,urbano,nao_aplicavel,245.90,NA,0.07,57.49,28.42,0,2,31.08,medio,0.00,0.66,"10,41",15.33,processado,
